ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop
거봉,1,0,0,0,0,1,POS,1
거부,3,0,1,0,0,0,NEG,1
거부/하,3,0,1,0,0,0,NEG,1
거부/하/ㄹ,1,0,1,0,0,0,NEG,1
거세,1,0,1,0,0,0,NEG,1
거세/공포,1,0,1,0,0,0,NEG,1
거세/공포/로부터,1,0,1,0,0,0,NEG,1
거세,1,0,0,0,0,1,POS,1
거울,1,0,0,0,0,1,POS,1
거울/이,1,0,0,0,0,1,POS,1
거울/이/며,1,0,0,0,0,1,POS,1
거의,6,0,0.333333333,0,0.5,0.166666667,None,0.5
거의/거치,1,0,1,0,0,0,NEG,1
거의/거치/지,1,0,1,0,0,0,NEG,1
거의/반영,1,0,1,0,0,0,NEG,1
거의/반영/하,1,0,1,0,0,0,NEG,1
거의/없,1,0,0,0,0,1,POS,1
거의/이루,1,0,0,0,1,0,None,1
거의/이루/어,1,0,0,0,1,0,None,1
거짓,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
거짓/없이,1,0,0,0,0,1,POS,1
거짓말,3,0,1,0,0,0,NEG,1
거치,2,0,0.5,0,0,0.5,NEG,0.5
거치/어,1,0,0,0,0,1,POS,1
거치/어/오,1,0,0,0,0,1,POS,1
거치/지,1,0,1,0,0,0,NEG,1
거치/지/않,1,0,1,0,0,0,NEG,1
거칠,1,0,0,0,0,1,POS,1
거칠/ㄴ,1,0,0,0,0,1,POS,1
거칠/ㄴ/숨소리,1,0,0,0,0,1,POS,1
거푸집,1,0,0,0,0,1,POS,1
거푸집/속,1,0,0,0,0,1,POS,1
거푸집/속/에서,1,0,0,0,0,1,POS,1
거품,1,0,0,0,0,1,POS,1
거품/도,1,0,0,0,0,1,POS,1
거품/도/만들,1,0,0,0,0,1,POS,1
걱정,2,0,1,0,0,0,NEG,1
걱정/되,1,0,1,0,0,0,NEG,1
건,1,0,1,0,0,0,NEG,1
건/이상,1,0,1,0,0,0,NEG,1
건/이상/교통,1,0,1,0,0,0,NEG,1
건강,3,0,0,0,0,1,POS,1
건강/을,1,0,0,0,0,1,POS,1
건강/을/지키,1,0,0,0,0,1,POS,1
건강/이,1,0,0,0,0,1,POS,1
건강/이/좋,1,0,0,0,0,1,POS,1
건강/하,1,0,0,0,0,1,POS,1
건대,1,0,0,0,1,0,None,1
건드리,1,0,1,0,0,0,NEG,1
건드리/지,1,0,1,0,0,0,NEG,1
건드리/지/도,1,0,1,0,0,0,NEG,1
건물,1,0,1,0,0,0,NEG,1
건물/형식,1,0,1,0,0,0,NEG,1
건물/형식/을,1,0,1,0,0,0,NEG,1
건배,1,0,1,0,0,0,NEG,1
건수,1,0,1,0,0,0,NEG,1
건수/가,1,0,1,0,0,0,NEG,1
건수/가/많,1,0,1,0,0,0,NEG,1
건실,1,0,0,0,0,1,POS,1
건실/하,1,0,0,0,0,1,POS,1
건의,2,0,0,0,0,1,POS,1
건의/하,2,0,0,0,0,1,POS,1
건전,1,0,0,0,0,1,POS,1
건전/레포츠,1,0,0,0,0,1,POS,1
건전/레포츠/로,1,0,0,0,0,1,POS,1
건축,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
건축/도,1,0,0,0,0,1,POS,1
건축/도/하나,1,0,0,0,0,1,POS,1
건축/양식,1,0,0,0,0,1,POS,1
건축/창작,1,0,0,1,0,0,NEUT,1
건축/창작/도,1,0,0,1,0,0,NEUT,1
건축물,1,0,1,0,0,0,NEG,1
건축물/을,1,0,1,0,0,0,NEG,1
건축물/을/설계,1,0,1,0,0,0,NEG,1
걷,2,0,1,0,0,0,NEG,1
걷/는,1,0,1,0,0,0,NEG,1
걷/는/것,1,0,1,0,0,0,NEG,1
걷/어,1,0,1,0,0,0,NEG,1
걷/어/내,1,0,1,0,0,0,NEG,1
걸,4,0,0.25,0,0,0.75,POS,0.75
걸/어,2,0,0,0,0,1,POS,1
걸/어/나오,1,0,0,0,0,1,POS,1
걸/어/주,1,0,0,0,0,1,POS,1
걸리,2,0,1,0,0,0,NEG,1
걸림돌,1,0,1,0,0,0,NEG,1
걸맞,2,0,0,0,0,1,POS,1
걸맞/게,1,0,0,0,0,1,POS,1
검사,2,0,1,0,0,0,NEG,1
검사/등,1,0,1,0,0,0,NEG,1
검사/등/으로,1,0,1,0,0,0,NEG,1
검사/로,1,0,1,0,0,0,NEG,1
검사/로/확인,1,0,1,0,0,0,NEG,1
검토,2,0.5,0,0,0,0.5,COMP,0.5
검토/하,2,0.5,0,0,0,0.5,COMP,0.5
겁,1,0,0,1,0,0,NEUT,1
겁/없이,1,0,0,1,0,0,NEUT,1
것,126,0.023809524,0.253968254,0.063492063,0.420634921,0.238095238,None,0.420634921
것/같,11,0,0.363636364,0.090909091,0.454545455,0.090909091,None,0.454545455
것/같/다,2,0,0.5,0,0,0.5,NEG,0.5
것/같/은,1,0,1,0,0,0,NEG,1
것/과,2,0,0.5,0,0,0.5,NEG,0.5
것/과/마찬가지,1,0,1,0,0,0,NEG,1
것/과/생필품,1,0,0,0,0,1,POS,1
것/ㄴ,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
것/ㄴ/바람직,1,0,1,0,0,0,NEG,1
것/ㄴ/절대,1,0,1,0,0,0,NEG,1
것/ㄴ/젊,1,0,0,0,0,1,POS,1
것/도,5,0,0.6,0,0.2,0.2,NEG,0.6
것/도/그,1,0,1,0,0,0,NEG,1
것/도/믿,1,0,1,0,0,0,NEG,1
것/도/아니,1,0,1,0,0,0,NEG,1
것/도/아마,1,0,0,0,0,1,POS,1
것/도/있,1,0,0,0,1,0,None,1
것/들,1,0,0,0,0,1,POS,1
것/들/을,1,0,0,0,0,1,POS,1
것/때문,1,0,1,0,0,0,NEG,1
것/때문/에,1,0,1,0,0,0,NEG,1
것/로,1,0,0,1,0,0,NEUT,1
것/로/기억,1,0,0,1,0,0,NEUT,1
것/만,2,0,0,0,0,1,POS,1
것/만/도,1,0,0,0,0,1,POS,1
것/만/으로,1,0,0,0,0,1,POS,1
것/보다,1,0,0,0,0,1,POS,1
것/보다/그동안,1,0,0,0,0,1,POS,1
것/아니,1,0,0,0,1,0,None,1
것/아니/ㅂ니까,1,0,0,0,1,0,None,1
것/으로,5,0,0.2,0,0,0.8,POS,0.8
것/으로/기대,1,0,0,0,0,1,POS,1
것/으로/단맛,1,0,0,0,0,1,POS,1
것/으로/여기,1,0,0,0,0,1,POS,1
것/으로/추정,1,0,0,0,0,1,POS,1
것/으로/풀이,1,0,1,0,0,0,NEG,1
것/은,2,0,0.5,0,0,0.5,NEG,0.5
것/은/아니,1,0,1,0,0,0,NEG,1
것/은/자아,1,0,0,0,0,1,POS,1
것/을,6,0,0.5,0.333333333,0,0.166666667,NEG,0.5
것/을/깨닫,1,0,1,0,0,0,NEG,1
것/을/돈,1,0,1,0,0,0,NEG,1
것/을/만들,1,0,0,1,0,0,NEUT,1
것/을/요구,2,0,0.5,0.5,0,0,NEG,0.5
것/을/확인,1,0,0,0,0,1,POS,1
것/이,2,0,0,0,0,1,POS,1
것/이/아니,2,0,0,0,0,1,POS,1
것/이,13,0,0.461538462,0.153846154,0,0.384615385,NEG,0.461538462
것/이/국기,1,0,1,0,0,0,NEG,1
것/이/더,1,0,0,0,0,1,POS,1
것/이/도움,1,0,0,0,0,1,POS,1
것/이/뭐,1,0,0,0,0,1,POS,1
것/이/사실,2,0,0,0.5,0,0.5,NEUT,0.5
것/이/안,1,0,0,0,0,1,POS,1
것/이/얼마나,1,0,1,0,0,0,NEG,1
것/이/없,3,0,1,0,0,0,NEG,1
것/이/이,1,0,0,1,0,0,NEUT,1
것/이/힘들,1,0,1,0,0,0,NEG,1
것/이,56,0.017857143,0.125,0.035714286,0.75,0.071428571,None,0.75
것/이/고,1,0,0,0,1,0,None,1
것/이/ㄴ가,1,0,0,0,1,0,None,1
것/이/ㄴ지,2,0,0,0.5,0.5,0,NEUT,0.5
것/이/다,9,0,0.111111111,0,0.888888889,0,None,0.888888889
것/이/ㄹ까,1,0,0,0,1,0,None,1
것/이/라고,1,0,1,0,0,0,NEG,1
것/이/라는,1,0,0,0,1,0,None,1
것/이/ㅁ,1,0,1,0,0,0,NEG,1
것/이/ㅂ니다,2,0,0.5,0,0,0.5,NEG,0.5
것/처럼,2,0,0.5,0,0,0.5,NEG,0.5
것/처럼/노려보,1,0,1,0,0,0,NEG,1
것/처럼/보이,1,0,0,0,0,1,POS,1
게*,1,0,1,0,0,0,NEG,1
게*/미치,1,0,1,0,0,0,NEG,1
게*/미치/었,1,0,1,0,0,0,NEG,1
게,125,0.008,0.32,0.056,0.048,0.568,POS,0.568
게/갇히,1,0,1,0,0,0,NEG,1
게/갇히/어,1,0,1,0,0,0,NEG,1
게/결심,1,0,1,0,0,0,NEG,1
게/결심/을,1,0,1,0,0,0,NEG,1
게/겹치,1,0,0,0,0,1,POS,1
게/경고,1,0,1,0,0,0,NEG,1
게/경고/하,1,0,1,0,0,0,NEG,1
게/구분,1,0,0,1,0,0,NEUT,1
게/구분/되,1,0,0,1,0,0,NEUT,1
게/굳,1,0,0,0,0,1,POS,1
게/굳/지,1,0,0,0,0,1,POS,1
게/그리,2,0,0.5,0,0,0.5,NEG,0.5
게/그리/니,1,0,1,0,0,0,NEG,1
게/기회,1,0,0,0,0,1,POS,1
게/기회/를,1,0,0,0,0,1,POS,1
게/깎,1,0,1,0,0,0,NEG,1
게/깎/았,1,0,1,0,0,0,NEG,1
게/내다보이,1,0,1,0,0,0,NEG,1
게/느끼,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
게/느끼/어,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
게/늘,1,0,0,0,0,1,POS,1
게/다가오,1,0,0,0,0,1,POS,1
게/다르,2,0,0.5,0,0,0.5,NEG,0.5
게/다르/아,1,0,0,0,0,1,POS,1
게/다르/지,1,0,1,0,0,0,NEG,1
게/다지,1,0,0,0,0,1,POS,1
게/다지/어,1,0,0,0,0,1,POS,1
게/도,3,0,0,0,0.666666667,0.333333333,None,0.666666667
게/도/바라,1,0,0,0,0,1,POS,1
게/되,9,0.111111111,0.333333333,0,0.111111111,0.444444444,POS,0.444444444
게/되/ㄴ,1,0,0,0,0,1,POS,1
게/되/ㄹ까,1,1,0,0,0,0,COMP,1
게/되/었,1,0,0,0,0,1,POS,1
게/되도록,1,0,0,0,0,1,POS,1
게/되도록/쉽,1,0,0,0,0,1,POS,1
게/되살리,1,0,0,0,0,1,POS,1
게/들리,1,0,1,0,0,0,NEG,1
게/따지,1,0,0,0,0,1,POS,1
게/따지/어,1,0,0,0,0,1,POS,1
게/뜨겁,1,0,0,1,0,0,NEUT,1
게/뜨겁/어,1,0,0,1,0,0,NEUT,1
게/마련,1,0,0,1,0,0,NEUT,1
게/마련/이,1,0,0,1,0,0,NEUT,1
게/만,1,0,1,0,0,0,NEG,1
게/만/보이,1,0,1,0,0,0,NEG,1
게/만들,4,0,0.75,0,0,0.25,NEG,0.75
게/말,2,0,0,0,0.5,0.5,None,0.5
게/말/하,2,0,0,0,0.5,0.5,None,0.5
게/무섭,1,0,1,0,0,0,NEG,1
게/무섭/ㄴ,1,0,1,0,0,0,NEG,1
게/묻어나,1,0,0,1,0,0,NEUT,1
게/발흥,1,0,0,0,0,1,POS,1
게/발흥/하,1,0,0,0,0,1,POS,1
게/버티,1,0,1,0,0,0,NEG,1
게/버티/ㄴ,1,0,1,0,0,0,NEG,1
게/부족,1,0,1,0,0,0,NEG,1
게/부족/하,1,0,1,0,0,0,NEG,1
게/붙,1,0,0,1,0,0,NEUT,1
게/사,1,0,0,0,0,1,POS,1
게/사용,1,0,0,0,0,1,POS,1
게/사용/되,1,0,0,0,0,1,POS,1
게/살,5,0,0,0,0,1,POS,1
게/살/아,1,0,0,0,0,1,POS,1
게/생각,1,0,0,0,0,1,POS,1
게/생각/하,1,0,0,0,0,1,POS,1
게/성취,1,0,0,0,0,1,POS,1
게/성취/하,1,0,0,0,0,1,POS,1
게/승진,1,0,1,0,0,0,NEG,1
게/승진/하,1,0,1,0,0,0,NEG,1
게/시작,1,0,0,0,0,1,POS,1
게/시작/하,1,0,0,0,0,1,POS,1
게/쓰,2,0,0.5,0,0,0.5,NEG,0.5
게/쓰/는,1,0,1,0,0,0,NEG,1
게/아름답,1,0,0,0,0,1,POS,1
게/여기,2,0,0.5,0,0,0.5,NEG,0.5
게/옥살이,1,0,0,0,0,1,POS,1
게/옥살이/를,1,0,0,0,0,1,POS,1
게/웃,1,0,0,0,0,1,POS,1
게/위협,1,0,1,0,0,0,NEG,1
게/위협/받,1,0,1,0,0,0,NEG,1
게/의식,1,0,1,0,0,0,NEG,1
게/의식/하,1,0,1,0,0,0,NEG,1
게/의지,1,0,0,0,0,1,POS,1
게/의지/하,1,0,0,0,0,1,POS,1
게/이,1,0,0,0,0,1,POS,1
게/이/든,1,0,0,0,0,1,POS,1
게/이기,1,0,1,0,0,0,NEG,1
게/이기/적,1,0,1,0,0,0,NEG,1
게/이루,1,0,0,0,0,1,POS,1
게/이루/어,1,0,0,0,0,1,POS,1
게/인기,1,0,0,0,0,1,POS,1
게/조명,1,0,0,0,0,1,POS,1
게/조명/하,1,0,0,0,0,1,POS,1
게/좋,1,0,0,0,0,1,POS,1
게/좋/아,1,0,0,0,0,1,POS,1
게/주례,1,0,0,0,0,1,POS,1
게/주례/를,1,0,0,0,0,1,POS,1
게/준수,1,0,0,0,0,1,POS,1
게/준수/하,1,0,0,0,0,1,POS,1
게/찢어지,1,0,1,0,0,0,NEG,1
게/참여,1,0,0,0,0,1,POS,1
게/참여/하,1,0,0,0,0,1,POS,1
게/철학,1,0,0,0,0,1,POS,1
게/철학/이야기,1,0,0,0,0,1,POS,1
게/팔,1,0,0,0,0,1,POS,1
게/팔/ㅂ니다,1,0,0,0,0,1,POS,1
게/풀어지,1,0,0,0,0,1,POS,1
게/하,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
게/하/여,1,0,1,0,0,0,NEG,1
게/하,17,0,0.411764706,0,0,0.588235294,POS,0.588235294
게/하/ㄴ,2,0,1,0,0,0,NEG,1
게/하/는,1,0,0,0,0,1,POS,1
게/하/ㄹ,2,0,0.5,0,0,0.5,NEG,0.5
게/하/아,1,0,0,0,0,1,POS,1
게/행복,1,0,0,0,0,1,POS,1
게/행복/을,1,0,0,0,0,1,POS,1
게다가,1,0,0,0,1,0,None,1
게든,1,0,0,0,1,0,None,1
게양,1,0,1,0,0,0,NEG,1
게양/률,1,0,1,0,0,0,NEG,1
게양/률/을,1,0,1,0,0,0,NEG,1
게을리,1,0,1,0,0,0,NEG,1
게을리/하,1,0,1,0,0,0,NEG,1
게을리/하/시,1,0,1,0,0,0,NEG,1
게임,1,0,0,0,0,1,POS,1
게임/의,1,0,0,0,0,1,POS,1
게임/의/법칙,1,0,0,0,0,1,POS,1
겠,32,0,0.3125,0.09375,0.34375,0.25,None,0.34375
겠/네요,1,0,1,0,0,0,NEG,1
겠/느냐,1,0,0,0,1,0,None,1
겠/느냐고,2,0,0.5,0,0,0.5,NEG,0.5
겠/느냐고/못,1,0,1,0,0,0,NEG,1
겠/느냐고/스스로,1,0,0,0,0,1,POS,1
겠/다,1,0,0,1,0,0,NEUT,1
겠/다,1,0,0,0,0,1,POS,1
겠/다고,3,0,0.666666667,0.333333333,0,0,NEG,0.666666667
겠/다고/마음먹,1,0,0,1,0,0,NEUT,1
겠/다고/생각,1,0,1,0,0,0,NEG,1
겠/다고/팔,1,0,1,0,0,0,NEG,1
겠/다는,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
겠/다는/꿈,1,0,0,0,0,1,POS,1
겠/다는/뜻,1,0,0,0,0,1,POS,1
겠/다는/생각,1,0,1,0,0,0,NEG,1
겠/습니까,1,0,0,0,0,1,POS,1
겠/어,1,0,0,1,0,0,NEUT,1
겠/지요,1,0,1,0,0,0,NEG,1
겨냥,1,0,0,0,0,1,POS,1
겨우,2,0,0.5,0,0.5,0,NEG,0.5
겨울,1,0,0,0,0,1,POS,1
겨울/에,1,0,0,0,0,1,POS,1
겨울/에/는,1,0,0,0,0,1,POS,1
격,1,0,0,0,0,1,POS,1
격/을,1,0,0,0,0,1,POS,1
격/을/높이,1,0,0,0,0,1,POS,1
격려,2,0,0,0,0,1,POS,1
격려/하,1,0,0,0,0,1,POS,1
격려/하/았,1,0,0,0,0,1,POS,1
격상,1,0,0,0,0,1,POS,1
격차,1,0,0,0,0,1,POS,1
격차/해소,1,0,0,0,0,1,POS,1
격차/해소/노력,1,0,0,0,0,1,POS,1
겪,2,0,1,0,0,0,NEG,1
겪/는,1,0,1,0,0,0,NEG,1
겪/는/경우,1,0,1,0,0,0,NEG,1
견디,3,0,0,0,0,1,POS,1
견디/어,1,0,0,0,0,1,POS,1
견디/어/오,1,0,0,0,0,1,POS,1
견디/어라,1,0,0,0,0,1,POS,1
견해,2,1,0,0,0,0,COMP,1
견해/를,2,1,0,0,0,0,COMP,1
견해/를/밝히,2,1,0,0,0,0,COMP,1
결,1,0,0,0,0,1,POS,1
결국,2,0,0.5,0,0.5,0,NEG,0.5
결국/죽,1,0,1,0,0,0,NEG,1
결국/죽/게,1,0,1,0,0,0,NEG,1
결단,1,0,1,0,0,0,NEG,1
결단/을,1,0,1,0,0,0,NEG,1
결단/을/두,1,0,1,0,0,0,NEG,1
결론,2,0,0.5,0,0,0.5,NEG,0.5
결론/을,1,0,0,0,0,1,POS,1
결론/을/내리,1,0,0,0,0,1,POS,1
결속,1,0,0,0,0,1,POS,1
결속/하,1,0,0,0,0,1,POS,1
결심,4,0,0.5,0.25,0,0.25,NEG,0.5
결심/을,2,0,1,0,0,0,NEG,1
결심/을/뒤흔들,1,0,1,0,0,0,NEG,1
결심/을/하,1,0,1,0,0,0,NEG,1
결심/하,1,0,0,0,0,1,POS,1
결여,2,0,1,0,0,0,NEG,1
결여/되,1,0,1,0,0,0,NEG,1
결여/의,1,0,1,0,0,0,NEG,1
결여/의/표상,1,0,1,0,0,0,NEG,1
결의,1,0,0,0,0,1,POS,1
결의/하,1,0,0,0,0,1,POS,1
결정,2,0.5,0.5,0,0,0,COMP,0.5
결정/을,1,0,1,0,0,0,NEG,1
결정/을/받,1,0,1,0,0,0,NEG,1
결정/적,1,1,0,0,0,0,COMP,1
결정/적/단서,1,1,0,0,0,0,COMP,1
결집,1,0,0,0,0,1,POS,1
결집/하,1,0,0,0,0,1,POS,1
결코,2,0,0,0,0.5,0.5,None,0.5
결코/쓰러지,1,0,0,0,0,1,POS,1
결코/쓰러지/지,1,0,0,0,0,1,POS,1
결함,1,0,1,0,0,0,NEG,1
결함/이,1,0,1,0,0,0,NEG,1
결함/이/있,1,0,1,0,0,0,NEG,1
결혼,5,0,0.4,0.2,0,0.4,NEG,0.4
결혼/도,1,0,1,0,0,0,NEG,1
결혼/도/세상,1,0,1,0,0,0,NEG,1
결혼/에,1,0,0,0,0,1,POS,1
결혼/에/대하,1,0,0,0,0,1,POS,1
결혼/을,1,0,1,0,0,0,NEG,1
결혼/을/꿈꾸,1,0,1,0,0,0,NEG,1
결혼/전,1,0,0,1,0,0,NEUT,1
결혼/전/에,1,0,0,1,0,0,NEUT,1
결혼식,1,0,0,0,0,1,POS,1
결혼식/에,1,0,0,0,0,1,POS,1
결혼식/에/서로,1,0,0,0,0,1,POS,1
겹치,1,0,0,0,0,1,POS,1
경각심,1,0,1,0,0,0,NEG,1
경각심/이,1,0,1,0,0,0,NEG,1
경각심/이/부각,1,0,1,0,0,0,NEG,1
경고,1,0,1,0,0,0,NEG,1
경고/하,1,0,1,0,0,0,NEG,1
경보,1,0,0,0,0,1,POS,1
경보/도,1,0,0,0,0,1,POS,1
경색,1,0,0,1,0,0,NEUT,1
경우,3,0,0.333333333,0.666666667,0,0,NEUT,0.666666667
경우/가,1,0,1,0,0,0,NEG,1
경우/가/적,1,0,1,0,0,0,NEG,1
경우/뇌,1,0,0,1,0,0,NEUT,1
경우/뇌/신경,1,0,0,1,0,0,NEUT,1
경쟁,2,0,0.5,0,0,0.5,NEG,0.5
경쟁/심리,1,0,1,0,0,0,NEG,1
경쟁/이,1,0,0,0,0,1,POS,1
경쟁/이/치열,1,0,0,0,0,1,POS,1
경제,5,0,0.4,0.2,0,0.4,NEG,0.4
경제/범죄,1,0,1,0,0,0,NEG,1
경제/성,1,0,0,1,0,0,NEUT,1
경제/적,1,0,1,0,0,0,NEG,1
경제/적/궁핍,1,0,1,0,0,0,NEG,1
경제/정책,1,0,0,0,0,1,POS,1
경제/제재,1,0,0,0,0,1,POS,1
경제/제재/를,1,0,0,0,0,1,POS,1
경제력,1,0,0,0,0,1,POS,1
경제력/이,1,0,0,0,0,1,POS,1
경제력/이/있,1,0,0,0,0,1,POS,1
경주,1,0,0,0,0,1,POS,1
경주/탐방,1,0,0,0,0,1,POS,1
경지,1,0,1,0,0,0,NEG,1
경지/의,1,0,1,0,0,0,NEG,1
경지/의/예술,1,0,1,0,0,0,NEG,1
경직,1,0,0,0,0,1,POS,1
경직/성,1,0,0,0,0,1,POS,1
경직/성/과,1,0,0,0,0,1,POS,1
경향,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
경향/을,1,0,0,0,0,1,POS,1
경향/을/약화,1,0,0,0,0,1,POS,1
경향/이,2,0,0.5,0.5,0,0,NEG,0.5
경향/이/있,2,0,0.5,0.5,0,0,NEG,0.5
경험,3,0,0,0,0,1,POS,1
경험/을,1,0,0,0,0,1,POS,1
경험/을/공유,1,0,0,0,0,1,POS,1
경험/이,1,0,0,0,0,1,POS,1
경험/이/비슷,1,0,0,0,0,1,POS,1
곁,2,0,0,0,0,1,POS,1
곁/으로,1,0,0,0,0,1,POS,1
곁/을,1,0,0,0,0,1,POS,1
곁/을/떠나,1,0,0,0,0,1,POS,1
곁들이,1,0,0,1,0,0,NEUT,1
계,4,0,0,0,0,1,POS,1
계/가,1,0,0,0,0,1,POS,1
계/가/주장,1,0,0,0,0,1,POS,1
계/에서,2,0,0,0,0,1,POS,1
계/에서/는,1,0,0,0,0,1,POS,1
계/에서/잔뼈,1,0,0,0,0,1,POS,1
계/최대,1,0,0,0,0,1,POS,1
계/최대/의,1,0,0,0,0,1,POS,1
계기,2,0,0,0,0,1,POS,1
계기/가,1,0,0,0,0,1,POS,1
계기/가/되,1,0,0,0,0,1,POS,1
계기/로,1,0,0,0,0,1,POS,1
계기/로/국내,1,0,0,0,0,1,POS,1
계속,1,0,1,0,0,0,NEG,1
계속/정체,1,0,1,0,0,0,NEG,1
계속/정체/상태,1,0,1,0,0,0,NEG,1
계속,2,0.5,0,0.5,0,0,COMP,0.5
계속/하,2,0.5,0,0.5,0,0,COMP,0.5
계속/하/겠,1,0,0,1,0,0,NEUT,1
계통,1,0,0,1,0,0,NEUT,1
계통/의,1,0,0,1,0,0,NEUT,1
계통/의/질환,1,0,0,1,0,0,NEUT,1
계획,13,0,0,0,0,1,POS,1
계획/을,4,0,0,0,0,1,POS,1
계획/을/발표,1,0,0,0,0,1,POS,1
계획/을/세우,2,0,0,0,0,1,POS,1
계획/을/잡,1,0,0,0,0,1,POS,1
계획/이,3,0,0,0,0,1,POS,1
계획/하,1,0,0,0,0,1,POS,1
고*,1,0,0,0,0,1,POS,1
고*/견디,1,0,0,0,0,1,POS,1
고*/견디/어,1,0,0,0,0,1,POS,1
고,120,0.025,0.35,0.1,0.091666667,0.433333333,POS,0.433333333
고/걷,1,0,1,0,0,0,NEG,1
고/걷/어,1,0,1,0,0,0,NEG,1
고/견디,1,0,0,0,0,1,POS,1
고/견디/어라,1,0,0,0,0,1,POS,1
고/공연,1,0,1,0,0,0,NEG,1
고/괴로워하,1,0,1,0,0,0,NEG,1
고/괴로워하/았,1,0,1,0,0,0,NEG,1
고/귀,1,0,0,1,0,0,NEUT,1
고/귀/가,1,0,0,1,0,0,NEUT,1
고/그동안,1,0,0,0,0,1,POS,1
고/그동안/이루,1,0,0,0,0,1,POS,1
고/나,1,0,0,0,0,1,POS,1
고/나/니까,1,0,0,0,0,1,POS,1
고/나가,1,0,0,0,0,1,POS,1
고/나가/지,1,0,0,0,0,1,POS,1
고/나서,1,0,0,0,0,1,POS,1
고/나서/기,1,0,0,0,0,1,POS,1
고/나오,1,1,0,0,0,0,COMP,1
고/나중,1,0,0,0,0,1,POS,1
고/나중/에,1,0,0,0,0,1,POS,1
고/는,1,0,1,0,0,0,NEG,1
고/는/혀,1,0,1,0,0,0,NEG,1
고/다가가,1,0,0,0,0,1,POS,1
고/다가가/려고,1,0,0,0,0,1,POS,1
고/들어가,1,0,0,0,0,1,POS,1
고/들어가/는,1,0,0,0,0,1,POS,1
고/또는,1,0,0,0,0,1,POS,1
고/또는/공짜,1,0,0,0,0,1,POS,1
고/만,1,0,1,0,0,0,NEG,1
고/만/보,1,0,1,0,0,0,NEG,1
고/말,2,0,0,0,1,0,None,1
고/말/ㄹ,1,0,0,0,1,0,None,1
고/맛,1,0,0,0,0,1,POS,1
고/맛/있,1,0,0,0,0,1,POS,1
고/먹,1,0,1,0,0,0,NEG,1
고/먹/고,1,0,1,0,0,0,NEG,1
고/면허,1,0,0,0,0,1,POS,1
고/면허/를,1,0,0,0,0,1,POS,1
고/몸살,1,0,0,0,0,1,POS,1
고/몸살/을,1,0,0,0,0,1,POS,1
고/물,1,0,1,0,0,0,NEG,1
고/물/속,1,0,1,0,0,0,NEG,1
고/믿,1,0,1,0,0,0,NEG,1
고/믿/으시,1,0,1,0,0,0,NEG,1
고/번들번들,1,0,1,0,0,0,NEG,1
고/번들번들/하,1,0,1,0,0,0,NEG,1
고/보,1,0,0,0,1,0,None,1
고/사,1,0,1,0,0,0,NEG,1
고/사/느라,1,0,1,0,0,0,NEG,1
고/살,2,0,1,0,0,0,NEG,1
고/살/ㄴ다는,1,0,1,0,0,0,NEG,1
고/살/았,1,0,1,0,0,0,NEG,1
고/손,1,0,1,0,0,0,NEG,1
고/손/으로,1,0,1,0,0,0,NEG,1
고/수미산,1,0,0,0,0,1,POS,1
고/수미산/을,1,0,0,0,0,1,POS,1
고/싶,21,0.047619048,0.142857143,0.095238095,0.142857143,0.571428571,POS,0.571428571
고/싶/다는,1,0,1,0,0,0,NEG,1
고/싶/습니다,1,0,0,0,0,1,POS,1
고/싶/어,3,0,0,0,0.333333333,0.666666667,POS,0.666666667
고/싶/어,1,1,0,0,0,0,COMP,1
고/싶/어요,1,0,0,0,0,1,POS,1
고/싶/었,2,0,1,0,0,0,NEG,1
고/싶/은,2,0,0,0.5,0,0.5,NEUT,0.5
고/싸움,1,0,1,0,0,0,NEG,1
고/싸움/을,1,0,1,0,0,0,NEG,1
고/쓸쓸,1,0,0,0,0,1,POS,1
고/쓸쓸/하,1,0,0,0,0,1,POS,1
고/약혼,1,0,1,0,0,0,NEG,1
고/약혼/까지,1,0,1,0,0,0,NEG,1
고/양심,1,0,1,0,0,0,NEG,1
고/양심/의,1,0,1,0,0,0,NEG,1
고/얼마나,1,0,1,0,0,0,NEG,1
고/얼마나/오랜,1,0,1,0,0,0,NEG,1
고/역사,1,0,0,0,0,1,POS,1
고/역사/의,1,0,0,0,0,1,POS,1
고/예술,1,0,0,0,0,1,POS,1
고/예술/적,1,0,0,0,0,1,POS,1
고/오,1,0,0,1,0,0,NEUT,1
고/오/았,1,0,0,1,0,0,NEUT,1
고/외롭,1,0,0,0,0,1,POS,1
고/외롭/었,1,0,0,0,0,1,POS,1
고/욕망,1,0,1,0,0,0,NEG,1
고/욕망/을,1,0,1,0,0,0,NEG,1
고/용서,1,0,1,0,0,0,NEG,1
고/용서/하,1,0,1,0,0,0,NEG,1
고/울리,1,0,0,0,0,1,POS,1
고/이,1,0,1,0,0,0,NEG,1
고/이/지구,1,0,1,0,0,0,NEG,1
